Date,BTC_close_scaled,ETH_close_scaled,LTC_close_scaled,Gold_close_scaled,BTC_close_logret_scaled,ETH_close_logret_scaled,LTC_close_logret_scaled,Gold_close_logret_scaled
2020-08-28,0.012749598758128297,0.01657804539964254,0.041816494606194174,0.19211709301081026,,,,
2020-08-29,0.01219354631346882,0.017366945530234476,0.04062753740865328,0.18481215883549185,0.4680483358913303,0.5975185128835393,0.6249107983296153,0.45304624086249584
2020-08-30,0.014427225464015161,0.02411716726911299,0.057794919382902196,0.19431660066359835,0.5447091152486244,0.7126497672565121,0.7718414498375888,0.6372463050704912
2020-08-31,0.013865892023483692,0.02519800501865281,0.05208212504349842,0.18863320132719696,0.46814678088617123,0.6016785911272635,0.5907468041257461,0.47100316466773856
2020-09-01,0.016346685360178026,0.034470924350271645,0.05721494026215056,0.1938617146526811,0.5503503530026573,0.7455220178983437,0.6745347546795022,0.5903196980374826
2020-09-02,0.011489717036046537,0.02647049647223472,0.0437884236167498,0.18122658674943826,0.35091516737350426,0.44099012557967726,0.5285296804419362,0.3944806285785654
2020-09-03,0.00012929334721083208,0.013522728792180513,0.012527549008235703,0.16375896393021527,0.14752478257560714,0.32772670447267926,0.35023886014472655,0.3386680523780842
2020-09-04,0.0029100108287730964,0.014382941928927667,0.021343231643660823,0.16650433479610416,0.5693184118177491,0.5995773806598478,0.7211980303561304,0.5639247270707901
2020-09-05,0.0003645708184733393,0.0031845714311183188,0.014122491590302752,0.1707160440971851,0.4049002957441382,0.3313624640048528,0.5645238942336638,0.5802074993909464
2020-09-06,0.001179574164166322,0.007149128867059179,0.014383482194640987,0.1680402440329658,0.5088009406356072,0.674175282595144,0.6374526411029064,0.5032623845751969
2020-09-07,0.002247063743532271,0.007325182851004836,0.017051386150098616,0.1714920261158086,0.5163291225831661,0.5855550770928444,0.6611991419770009,0.5716723309056755
2020-09-08,0.0,0.0037149619143976437,0.013078529172949757,0.1690677512576262,0.4137243662177535,0.4975953886785362,0.5954220578960647,0.5060946198306756
2020-09-09,0.000842683048194473,0.006714565235800912,0.014093492634265167,0.17932141710371408,0.509762104493035,0.6515805021122721,0.6450270742274393,0.6471116904728211
2020-09-10,0.0019140878486379326,0.010520896939334917,0.016558403897459703,0.18007599272182384,0.5165679988592841,0.6666440641420999,0.6592621608254043,0.5414849451763599
2020-09-11,0.002378633382067216,0.011791159861474484,0.017399373622549577,0.175901744621642,0.49767874141989077,0.6090715777531498,0.6430798645313649,0.4869140502997604
2020-09-12,0.0028614802977425524,0.014944531852399898,0.02273518153346478,0.17713796425131112,0.4981662479989598,0.6480949190155962,0.6859699838980883,0.5468518777682204
2020-09-13,0.0018773029808399205,0.01018438869154005,0.01505045818350538,0.17617467622819238,0.45330110617308544,0.48012449296633786,0.560608368623684,0.5224604118517835
2020-09-14,0.004963407706448028,0.01256891733485467,0.017747361095000566,0.18474258803382226,0.5768579100170066,0.6330774135259816,0.6613568157161249,0.6278044421831858
2020-09-15,0.005997208174216784,0.009658455271145422,0.015514441480106708,0.18261265118270376,0.5140618903522515,0.5184574372888067,0.6129354984687179,0.5096817099467511
2020-09-16,0.007533249559742508,0.009892451072592179,0.013919498898039659,0.18728994969495893,0.5283549709138035,0.5867066176207667,0.618981222745077,0.5845980445624152
2020-09-17,0.00740559514228506,0.015296639820291225,0.017080385106136173,0.18427164722251943,0.47971847549513885,0.6966681207599471,0.6661172956558191,0.4999631968238149
2020-09-18,0.0073455010513279045,0.01418905969344321,0.0161814174689711,0.1820186235684469,0.48167896332195875,0.558553405737457,0.6260260376258477,0.5083133722935292
2020-09-19,0.008686327692895887,0.014380713397485326,0.01612341955689596,0.18542224125013385,0.5221553311800217,0.5855516513143733,0.6342765945167987,0.5706298509131758
2020-09-20,0.007226132334290328,0.011213970217905808,0.011976568843521648,0.18355988440543736,0.4412232873712502,0.5142723228297522,0.5933938012029647,0.5126448644955857
2020-09-21,0.002645687880214631,0.004376835752775629,0.000579979120751653,0.16123300866959234,0.34690274779890584,0.42704991395077335,0.514088533233714,0.2845413002867375
2020-09-22,0.003669017407892383,0.0052348203580804276,0.0043788423616749755,0.15354275928502625,0.5144903115724813,0.6016867510601402,0.6762810815711124,0.4462618831962536
2020-09-23,0.0010453640276953668,0.0,0.0,0.13470512683292313,0.4031034065634444,0.4550166498369079,0.5869780906823253,0.3175264250394055
2020-09-24,0.005551146126339446,0.006295601324639091,0.005683795383366205,0.14406507545756186,0.6200266181033973,0.7326713590734296,0.6966689398740754,0.6407784371823415
2020-09-25,0.0050990746693664185,0.006953018100132366,0.008873680547500304,0.13646580327517932,0.4700078483296253,0.5966203683091197,0.668371895986311,0.4458294551658232
2020-09-26,0.005480854250250203,0.007398724388602396,0.00890267950353786,0.1348496200363909,0.49476168262144343,0.5916958378951405,0.6351487408677863,0.5144874279876297
2020-09-27,0.005896505046037087,0.008194310113521383,0.00896067741561303,0.13438403082521666,0.4957171216222168,0.5995178633028672,0.6354496206777049,0.5277624280780402
2020-09-28,0.005185118481418699,0.007407638514371789,0.006582763020531249,0.14799314995183566,0.46235758761887163,0.5637864325354881,0.609950504748231,0.6893636726058996
2020-09-29,0.006499540143626706,0.00870687234526192,0.007916714998260063,0.15740126297763024,0.5222343083603447,0.6107960611288261,0.6488694084015517,0.6399190820961211
2020-09-30,0.005917811132830977,0.008715786471031314,0.009511657580327113,0.15109707802632988,0.46631444847165954,0.5817500032020111,0.6514286572650392,0.461701957714485
2020-10-01,0.004484111805238333,0.007160271524270942,0.009540656536364697,0.15733169217596066,0.44081695923905345,0.5464842598830852,0.6351473085677004,0.6037960972681722
